ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
753,26,3,48.0,93117,1.0,0.5,3,0.0,0,0,0,1,0
754,65,42,49.0,91654,2.0,1.1,1,0.0,0,0,0,0,0
755,47,25,43.0,90859,1.0,0.4,3,0.0,0,1,0,1,0
756,42,22,99.0,90770,,5.6,3,453.0,1,0,0,1,0
757,56,31,106.0,95519,3.0,3.1,3,0.0,0,0,0,0,0
758,40,16,50.0,95857,4.0,2.1,2,0.0,0,0,0,0,1
759,28,3,17.0,92360,3.0,0.9,3,118.0,0,0,0,1,0
760,55,30,77.0,91209,1.0,4.6,1,0.0,0,0,0,1,0
761,30,9,74.0,92513,2.0,1.0,3,444.0,0,0,0,1,0
762,47,26,65.0,90819,1.0,3.2,1,394.0,0,0,0,0,0
763,65,44,94.0,93297,3.0,5.1,1,0.0,0,0,0,0,0
764,65,40,29.0,93756,3.0,0.2,2,76.0,0,0,0,0,1
765,39,16,165.0,95911,4.0,7.7,1,0.0,0,0,0,0,0
766,58,36,32.0,91913,2.0,0.8,1,77.0,0,0,0,1,0
767,50,25,82.0,91186,2.0,3.3,3,0.0,0,0,0,1,0
768,44,21,22.0,90800,1.0,0.7,1,52.0,0,1,1,0,0
769,29,4,33.0,92263,2.0,0.6,3,0.0,0,1,0,0,0
770,39,14,126.0,93606,2.0,1.6,1,341.0,0,0,0,1,0
771,52,32,47.0,90399,4.0,0.5,3,0.0,0,0,0,1,1
772,67,45,87.0,94553,4.0,0.9,3,262.0,0,0,0,1,0
773,23,0,62.0,92760,1.0,2.5,1,52.0,0,0,0,0,0
774,55,31,52.0,94759,2.0,1.3,3,0.0,0,0,1,1,1
775,61,41,116.0,92781,3.0,2.0,3,0.0,0,0,0,0,1
776,65,44,48.0,90933,2.0,2.1,3,0.0,0,0,0,1,1
777,42,19,21.0,90128,1.0,0.9,1,62.0,0,0,1,0,0
778,28,4,35.0,93341,4.0,1.2,2,342.0,0,0,1,0,0
779,35,15,74.0,93236,3.0,4.2,3,0.0,0,0,0,1,1
780,61,38,68.0,94882,3.0,1.8,1,0.0,0,0,0,0,0
781,62,41,23.0,95263,2.0,1.2,3,385.0,0,0,0,0,1
782,51,30,37.0,90966,4.0,0.3,1,0.0,0,0,1,0,0
783,28,5,40.0,91888,1.0,1.8,3,0.0,0,0,0,1,1
784,28,6,45.0,91246,2.0,2.7,1,0.0,0,0,0,0,0
785,44,21,26.0,90640,4.0,1.3,1,0.0,0,0,0,1,0
786,49,28,39.0,90014,4.0,1.4,3,0.0,0,1,0,1,0
787,24,0,37.0,90493,2.0,1.5,3,294.0,0,0,0,1,0
788,53,33,83.0,93147,3.0,2.0,3,0.0,0,0,0,0,0
789,47,22,85.0,90911,1.0,3.6,3,464.0,0,0,0,1,1
790,23,3,50.0,91168,1.0,2.4,2,0.0,0,0,1,1,0
791,27,3,44.0,90707,2.0,2.6,1,0.0,0,0,0,1,0
792,43,21,59.0,94345,4.0,1.9,1,0.0,0,0,0,1,0
793,55,33,35.0,93814,3.0,0.3,2,144.0,0,0,0,1,0
794,60,40,29.0,95773,2.0,1.1,1,303.0,0,1,0,1,0
795,42,18,33.0,90668,2.0,0.4,3,0.0,0,0,0,0,0
796,36,16,39.0,91252,1.0,0.7,1,0.0,0,0,0,1,1
797,66,43,29.0,92734,2.0,0.7,1,0.0,0,0,0,1,0
798,43,19,60.0,93894,1.0,2.7,1,0.0,0,0,0,0,0
799,37,12,82.0,90780,1.0,1.2,1,0.0,0,0,0,0,1
800,42,18,23.0,91271,3.0,0.3,1,90.0,0,0,0,0,0
9,32,10,56.0,93243,3.0,2.2,2,51.0,0,0,0,1,1
511,67,44,,92219,3.0,1.5,1,0.0,0,0,0,0,1
176,43,22,45.0,93225,4.0,0.6,1,0.0,0,0,0,0,1
736,53,33,72.0,95254,4.0,3.5,2,0.0,0,0,0,1,0
243,27,5,41.0,91998,4.0,1.1,2,0.0,0,0,0,0,1
765,39,16,165.0,95911,4.0,7.7,1,0.0,0,0,0,0,0
541,54,31,29.0,92343,1.0,1.0,1,175.0,0,0,0,0,1
431,26,2,26.0,93916,1.0,1.6,3,0.0,0,0,0,0,0
85,51,27,64.0,90328,1.0,3.5,3,0.0,0,0,0,1,0
643,61,36,23.0,90482,1.0,1.1,1,357.0,0,0,0,0,1
